切	母	呼	紐	韻	聲	調	組	音	等	水	攝	轉	尾	舒	仄	Unnamed: 3	ini	niu	rime	tone	coda
影開一歌去	影母	開		一歌韻	去聲	喉	影	全清	一	歌	果	内		1	1		v		a	̃	
見合唐平	見母	合		唐韻	平聲	牙	見	全清	一	陽	宕	内	ㄥ尾	1	0		k		a		ng
常之去	常母			之韻	去聲	齒	章	全濁	三	支	止	内	ㄟ尾	1	1		d		y	̃	
章虞平	章母			虞韻	平聲	齒	章	全清	三	虞	遇	内	ㄡ尾	1	0		t		uo		
透一東上	透母			一東韻	上聲	舌	端	次清	一	東	通	内	ㄥ尾	1	1		th		o	̇	ng
透一東平	透母			一東韻	平聲	舌	端	次清	一	東	通	内	ㄥ尾	1	0		th		o		ng
徹開二麻去	徹母	開		二麻韻	去聲	舌	知	次清	二	麻	假	外		1	1		th		a	̃	
邪合眞去	邪母	合		眞韻	去聲	齒	精	全濁	三	真	臻	外	ㄣ尾	1	1		zs		i	̃	n
見鍾去	見母			鍾韻	去聲	牙	見	全清	三	冬	通	内	ㄥ尾	1	1		k		u	̃	ng
知尤平	知母			尤韻	平聲	舌	知	全清	三	尤	流	内	ㄡ尾	1	0		t		u		
精合一歌去	精母	合		一歌韻	去聲	齒	精	全清	一	歌	果	内		1	1		c		a	̃	
精合一歌平	精母	合		一歌韻	平聲	齒	精	全清	一	歌	果	内		1	0		c		a		
端侯平	端母			侯韻	平聲	舌	端	全清	一	尤	流	内	ㄡ尾	1	0		t		ou		
透開青去	透母	開		青韻	去聲	舌	端	次清	四	青	梗	外	ㄥ尾	1	1		th		e	̃	ng
常侵去	常母			侵韻	去聲	齒	章	全濁	三	侵	深	内	ㄇ尾	1	1		d		i	̃	m
透合寒入	透母	合		寒韻	入聲	舌	端	次清	一	寒	山	外	ㄣ尾	0	1		th		a		n
並A仙去	並母		A紐	仙韻	去聲	唇	幫	全濁	三	先	山	外	ㄣ尾	1	1		b	y	e	̃	n
疑虞上	疑母			虞韻	上聲	牙	見	次濁	三	虞	遇	内	ㄡ尾	1	1		ng		uo	̇	
羣合陽上	羣母	合		陽韻	上聲	牙	見	全濁	三	陽	宕	内	ㄥ尾	1	1		g		a	̇	ng
莊魚上	莊母			魚韻	上聲	齒	莊	全清	三	魚	遇	内	ㄡ尾	1	1		c		io	̇	
以鍾上	以母			鍾韻	上聲	喉		次濁	三	冬	通	内	ㄥ尾	1	1		y		u	̇	ng
匣魂去	匣母			魂韻	去聲	喉	影	全濁	一	元	臻	外	ㄣ尾	1	1		g		o	̃	n
疑開耕平	疑母	開		耕韻	平聲	牙	見	次濁	二	庚	梗	外	ㄥ尾	1	0		ng		e		ng
見開青去	見母	開		青韻	去聲	牙	見	全清	四	青	梗	外	ㄥ尾	1	1		k		e	̃	ng
滂灰上	滂母			灰韻	上聲	唇	幫	次清	一	灰	蟹	外	ㄟ尾	1	1		ph		uoi	̇	
邪鍾入	邪母			鍾韻	入聲	齒	精	全濁	三	冬	通	内	ㄥ尾	0	1		zs		u		ng
曉開微上	曉母	開		微韻	上聲	喉	影	全清	三	微	止	内	ㄟ尾	1	1		h		ui	̇	
曉開微平	曉母	開		微韻	平聲	喉	影	全清	三	微	止	内	ㄟ尾	1	0		h		ui		
滂清去	滂母			清韻	去聲	唇	幫	次清	三	庚	梗	外	ㄥ尾	1	1		ph		e	̃	ng
徹尤去	徹母			尤韻	去聲	舌	知	次清	三	尤	流	内	ㄡ尾	1	1		th		u	̃	
俟之上	俟母			之韻	上聲	齒	莊	全濁	三	支	止	内	ㄟ尾	1	1		zs		y	̇	
匣添入	匣母			添韻	入聲	喉	影	全濁	四	鹽	咸	外	ㄇ尾	0	1		g		e		m
心開眞去	心母	開		眞韻	去聲	齒	精	全清	三	真	臻	外	ㄣ尾	1	1		s		i	̃	n
匣合一歌去	匣母	合		一歌韻	去聲	喉	影	全濁	一	歌	果	内		1	1		g		a	̃	
並皆平	並母			皆韻	平聲	唇	幫	全濁	二	佳	蟹	外	ㄟ尾	1	0		b		ei		
幫B宵去	幫母		B紐	宵韻	去聲	唇	幫	全清	三	蕭	效	外	ㄡ尾	1	1		p	l	e	̃	
昌三東入	昌母			三東韻	入聲	齒	章	次清	三	東	通	内	ㄥ尾	0	1		th		uo		ng
幫一東上	幫母			一東韻	上聲	唇	幫	全清	一	東	通	内	ㄥ尾	1	1		p		o	̇	ng
影B鹽去	影母		B紐	鹽韻	去聲	喉	影	全清	三	鹽	咸	外	ㄇ尾	1	1		v	l	e	̃	m
幫A支上	幫母		A紐	支韻	上聲	唇	幫	全清	三	支	止	内	ㄟ尾	1	1		p	y	e	̇	
徹開陽平	徹母	開		陽韻	平聲	舌	知	次清	三	陽	宕	内	ㄥ尾	1	0		th		a		ng
云合廢上	云母	合		廢韻	上聲	喉	影	次濁	三	灰	蟹	外	ㄟ尾	1	1		w		uoi	̇	
精魂入	精母			魂韻	入聲	齒	精	全清	一	元	臻	外	ㄣ尾	0	1		c		o		n
來開三歌上	來母	開		三歌韻	上聲	舌		次濁	三	歌	果	内		1	1		l		a	̇	
清開唐平	清母	開		唐韻	平聲	齒	精	次清	一	陽	宕	内	ㄥ尾	1	0		ch		a		ng
見合寒平	見母	合		寒韻	平聲	牙	見	全清	一	寒	山	外	ㄣ尾	1	0		k		a		n
並灰上	並母			灰韻	上聲	唇	幫	全濁	一	灰	蟹	外	ㄟ尾	1	1		b		uoi	̇	
端豪去	端母			豪韻	去聲	舌	端	全清	一	豪	效	外	ㄡ尾	1	1		t		a	̃	
定談去	定母			談韻	去聲	舌	端	全濁	一	覃	咸	外	ㄇ尾	1	1		d		a	̃	m
常合支平	常母	合		支韻	平聲	齒	章	全濁	三	支	止	内	ㄟ尾	1	0		d		e		
並登去	並母			登韻	去聲	唇	幫	全濁	一	蒸	曾	内	ㄥ尾	1	1		b		v	̃	ng
並登平	並母			登韻	平聲	唇	幫	全濁	一	蒸	曾	内	ㄥ尾	1	0		b		v		ng
影開B支上	影母	開	B紐	支韻	上聲	喉	影	全清	三	支	止	内	ㄟ尾	1	1		v	l	e	̇	
影開B支去	影母	開	B紐	支韻	去聲	喉	影	全清	三	支	止	内	ㄟ尾	1	1		v	l	e	̃	
見開寒去	見母	開		寒韻	去聲	牙	見	全清	一	寒	山	外	ㄣ尾	1	1		k		a	̃	n
羣開三庚去	羣母	開		三庚韻	去聲	牙	見	全濁	三	庚	梗	外	ㄥ尾	1	1		g		a	̃	ng
精開三麻去	精母	開		三麻韻	去聲	齒	精	全清	三	麻	假	外		1	1		c		a	̃	
曉合A脂平	曉母	合	A紐	脂韻	平聲	喉	影	全清	三	支	止	内	ㄟ尾	1	0		h	y	i		
昌開陽去	昌母	開		陽韻	去聲	齒	章	次清	三	陽	宕	内	ㄥ尾	1	1		th		a	̃	ng
昌開陽平	昌母	開		陽韻	平聲	齒	章	次清	三	陽	宕	内	ㄥ尾	1	0		th		a		ng
幫陽上	幫母			陽韻	上聲	唇	幫	全清	三	陽	宕	内	ㄥ尾	1	1		p		a	̇	ng
溪一東上	溪母			一東韻	上聲	牙	見	次清	一	東	通	内	ㄥ尾	1	1		kh		o	̇	ng
溪一東去	溪母			一東韻	去聲	牙	見	次清	一	東	通	内	ㄥ尾	1	1		kh		o	̃	ng
羣合B仙去	羣母	合	B紐	仙韻	去聲	牙	見	全濁	三	先	山	外	ㄣ尾	1	1		g	l	e	̃	n
精冬平	精母			冬韻	平聲	齒	精	全清	一	冬	通	内	ㄥ尾	1	0		c		ou		ng
清開清去	清母	開		清韻	去聲	齒	精	次清	三	庚	梗	外	ㄥ尾	1	1		ch		e	̃	ng
影合一歌上	影母	合		一歌韻	上聲	喉	影	全清	一	歌	果	内		1	1		v		a	̇	
影合一歌平	影母	合		一歌韻	平聲	喉	影	全清	一	歌	果	内		1	0		v		a		
來合一歌上	來母	合		一歌韻	上聲	舌		次濁	一	歌	果	内		1	1		l		a	̇	
心鍾平	心母			鍾韻	平聲	齒	精	全清	三	冬	通	内	ㄥ尾	1	0		s		u		ng
來開登平	來母	開		登韻	平聲	舌		次濁	一	蒸	曾	内	ㄥ尾	1	0		l		v		ng
昌開蒸平	昌母	開		蒸韻	平聲	齒	章	次清	三	蒸	曾	内	ㄥ尾	1	0		th		y		ng
泥合寒去	泥母	合		寒韻	去聲	舌	端	次濁	一	寒	山	外	ㄣ尾	1	1		n		a	̃	n
徹合眞上	徹母	合		眞韻	上聲	舌	知	次清	三	真	臻	外	ㄣ尾	1	1		th		i	̇	n
見開二麻上	見母	開		二麻韻	上聲	牙	見	全清	二	麻	假	外		1	1		k		a	̇	
見開二麻去	見母	開		二麻韻	去聲	牙	見	全清	二	麻	假	外		1	1		k		a	̃	
羣開B仙入	羣母	開	B紐	仙韻	入聲	牙	見	全濁	三	先	山	外	ㄣ尾	0	1		g	l	e		n
羣開B祭去	羣母	開	B紐	祭韻	去聲	牙	見	全濁	三	齊	蟹	外	ㄟ尾	1	1		g	l	e	̃	
云合微上	云母	合		微韻	上聲	喉	影	次濁	三	微	止	内	ㄟ尾	1	1		w		ui	̇	
並清去	並母			清韻	去聲	唇	幫	全濁	三	庚	梗	外	ㄥ尾	1	1		b		e	̃	ng
日開三麻去	日母	開		三麻韻	去聲	齒	章	次濁	三	麻	假	外		1	1		n		a	̃	
滂A仙去	滂母		A紐	仙韻	去聲	唇	幫	次清	三	先	山	外	ㄣ尾	1	1		ph	y	e	̃	n
疑開刪去	疑母	開		刪韻	去聲	牙	見	次濁	二	刪	山	外	ㄣ尾	1	1		ng		a	̃	n
幫三東平	幫母			三東韻	平聲	唇	幫	全清	三	東	通	内	ㄥ尾	1	0		p		uo		ng
羣開元去	羣母	開		元韻	去聲	牙	見	全濁	三	元	山	外	ㄣ尾	1	1		g		a	̃	n
幫三東入	幫母			三東韻	入聲	唇	幫	全清	三	東	通	内	ㄥ尾	0	1		p		uo		ng
明A仙上	明母		A紐	仙韻	上聲	唇	幫	次濁	三	先	山	外	ㄣ尾	1	1		m	y	e	̇	n
明A仙去	明母		A紐	仙韻	去聲	唇	幫	次濁	三	先	山	外	ㄣ尾	1	1		m	y	e	̃	n
端合寒平	端母	合		寒韻	平聲	舌	端	全清	一	寒	山	外	ㄣ尾	1	0		t		a		n
徹開清去	徹母	開		清韻	去聲	舌	知	次清	三	庚	梗	外	ㄥ尾	1	1		th		e	̃	ng
疑侯去	疑母			侯韻	去聲	牙	見	次濁	一	尤	流	内	ㄡ尾	1	1		ng		ou	̃	
透侯平	透母			侯韻	平聲	舌	端	次清	一	尤	流	内	ㄡ尾	1	0		th		ou		
疑合B支去	疑母	合	B紐	支韻	去聲	牙	見	次濁	三	支	止	内	ㄟ尾	1	1		ng	l	e	̃	
疑合元去	疑母	合		元韻	去聲	牙	見	次濁	三	元	山	外	ㄣ尾	1	1		ng		a	̃	n
泥冬入	泥母			冬韻	入聲	舌	端	次濁	一	冬	通	内	ㄥ尾	0	1		n		ou		ng
曉江上	曉母			江韻	上聲	喉	影	全清	二	江	江	外	ㄥ尾	1	1		h		o	̇	ng
見江上	見母			江韻	上聲	牙	見	全清	二	江	江	外	ㄥ尾	1	1		k		o	̇	ng
並唐去	並母			唐韻	去聲	唇	幫	全濁	一	陽	宕	内	ㄥ尾	1	1		b		a	̃	ng
書開仙去	書母	開		仙韻	去聲	齒	章	全清	三	先	山	外	ㄣ尾	1	1		x		e	̃	n
溪添去	溪母			添韻	去聲	牙	見	次清	四	鹽	咸	外	ㄇ尾	1	1		kh		e	̃	m
徹三東入	徹母			三東韻	入聲	舌	知	次清	三	東	通	内	ㄥ尾	0	1		th		uo		ng
清開一歌平	清母	開		一歌韻	平聲	齒	精	次清	一	歌	果	内		1	0		ch		a		
端咍上	端母			咍韻	上聲	舌	端	全清	一	灰	蟹	外	ㄟ尾	1	1		t		vi	̇	
清灰平	清母			灰韻	平聲	齒	精	次清	一	灰	蟹	外	ㄟ尾	1	0		ch		uoi		
澄合仙去	澄母	合		仙韻	去聲	舌	知	全濁	三	先	山	外	ㄣ尾	1	1		d		e	̃	n
澄合仙平	澄母	合		仙韻	平聲	舌	知	全濁	三	先	山	外	ㄣ尾	1	0		d		e		n
知合仙去	知母	合		仙韻	去聲	舌	知	全清	三	先	山	外	ㄣ尾	1	1		t		e	̃	n
影虞上	影母			虞韻	上聲	喉	影	全清	三	虞	遇	内	ㄡ尾	1	1		v		uo	̇	
莊開佳去	莊母	開		佳韻	去聲	齒	莊	全清	二	佳	蟹	外	ㄟ尾	1	1		c		e	̃	
莊開耕入	莊母	開		耕韻	入聲	齒	莊	全清	二	庚	梗	外	ㄥ尾	0	1		c		e		ng
精冬入	精母			冬韻	入聲	齒	精	全清	一	冬	通	内	ㄥ尾	0	1		c		ou		ng
書開陽去	書母	開		陽韻	去聲	齒	章	全清	三	陽	宕	内	ㄥ尾	1	1		x		a	̃	ng
生合二麻上	生母	合		二麻韻	上聲	齒	莊	全清	二	麻	假	外		1	1		s		a	̇	
生合二麻去	生母	合		二麻韻	去聲	齒	莊	全清	二	麻	假	外		1	1		s		a	̃	
溪合清平	溪母	合		清韻	平聲	牙	見	次清	三	庚	梗	外	ㄥ尾	1	0		kh		e		ng
來侯去	來母			侯韻	去聲	舌		次濁	一	尤	流	内	ㄡ尾	1	1		l		ou	̃	
滂A宵平	滂母		A紐	宵韻	平聲	唇	幫	次清	三	蕭	效	外	ㄡ尾	1	0		ph	y	e		
來開仙上	來母	開		仙韻	上聲	舌		次濁	三	先	山	外	ㄣ尾	1	1		l		e	̇	n
來覃去	來母			覃韻	去聲	舌		次濁	一	覃	咸	外	ㄇ尾	1	1		l		v	̃	m
崇合仙上	崇母	合		仙韻	上聲	齒	莊	全濁	三	先	山	外	ㄣ尾	1	1		z		e	̇	n
精合眞平	精母	合		眞韻	平聲	齒	精	全清	三	真	臻	外	ㄣ尾	1	0		c		i		n
邪開陽上	邪母	開		陽韻	上聲	齒	精	全濁	三	陽	宕	内	ㄥ尾	1	1		zs		a	̇	ng
常開仙上	常母	開		仙韻	上聲	齒	章	全濁	三	先	山	外	ㄣ尾	1	1		d		e	̇	n
來豪去	來母			豪韻	去聲	舌		次濁	一	豪	效	外	ㄡ尾	1	1		l		a	̃	
徹開蒸平	徹母	開		蒸韻	平聲	舌	知	次清	三	蒸	曾	内	ㄥ尾	1	0		th		y		ng
透開先入	透母	開		先韻	入聲	舌	端	次清	四	先	山	外	ㄣ尾	0	1		th		e		n
常開仙平	常母	開		仙韻	平聲	齒	章	全濁	三	先	山	外	ㄣ尾	1	0		d		e		n
疑蕭平	疑母			蕭韻	平聲	牙	見	次濁	四	蕭	效	外	ㄡ尾	1	0		ng		e		
匣開刪上	匣母	開		刪韻	上聲	喉	影	全濁	二	刪	山	外	ㄣ尾	1	1		g		a	̇	n
精添去	精母			添韻	去聲	齒	精	全清	四	鹽	咸	外	ㄇ尾	1	1		c		e	̃	m
來開眞上	來母	開		眞韻	上聲	舌		次濁	三	真	臻	外	ㄣ尾	1	1		l		i	̇	n
疑B侵上	疑母		B紐	侵韻	上聲	牙	見	次濁	三	侵	深	内	ㄇ尾	1	1		ng	l	i	̇	m
滂清入	滂母			清韻	入聲	唇	幫	次清	三	庚	梗	外	ㄥ尾	0	1		ph		e		ng
書之去	書母			之韻	去聲	齒	章	全清	三	支	止	内	ㄟ尾	1	1		x		y	̃	
端開唐去	端母	開		唐韻	去聲	舌	端	全清	一	陽	宕	内	ㄥ尾	1	1		t		a	̃	ng
曉合A仙平	曉母	合	A紐	仙韻	平聲	喉	影	全清	三	先	山	外	ㄣ尾	1	0		h	y	e		n
羣B鹽上	羣母		B紐	鹽韻	上聲	牙	見	全濁	三	鹽	咸	外	ㄇ尾	1	1		g	l	e	̇	m
初魚去	初母			魚韻	去聲	齒	莊	次清	三	魚	遇	内	ㄡ尾	1	1		ch		io	̃	
端談平	端母			談韻	平聲	舌	端	全清	一	覃	咸	外	ㄇ尾	1	0		t		a		m
疑覃去	疑母			覃韻	去聲	牙	見	次濁	一	覃	咸	外	ㄇ尾	1	1		ng		v	̃	m
疑談入	疑母			談韻	入聲	牙	見	次濁	一	覃	咸	外	ㄇ尾	0	1		ng		a		m
透咍去	透母			咍韻	去聲	舌	端	次清	一	灰	蟹	外	ㄟ尾	1	1		th		vi	̃	
崇開皆平	崇母	開		皆韻	平聲	齒	莊	全濁	二	佳	蟹	外	ㄟ尾	1	0		z		ei		
曉咍去	曉母			咍韻	去聲	喉	影	全清	一	灰	蟹	外	ㄟ尾	1	1		h		vi	̃	
疑之上	疑母			之韻	上聲	牙	見	次濁	三	支	止	内	ㄟ尾	1	1		ng		y	̇	
常開陽平	常母	開		陽韻	平聲	齒	章	全濁	三	陽	宕	内	ㄥ尾	1	0		d		a		ng
書開陽上	書母	開		陽韻	上聲	齒	章	全清	三	陽	宕	内	ㄥ尾	1	1		x		a	̇	ng
幫B宵平	幫母		B紐	宵韻	平聲	唇	幫	全清	三	蕭	效	外	ㄡ尾	1	0		p	l	e		
心開支去	心母	開		支韻	去聲	齒	精	全清	三	支	止	内	ㄟ尾	1	1		s		e	̃	
清開眞去	清母	開		眞韻	去聲	齒	精	次清	三	真	臻	外	ㄣ尾	1	1		ch		i	̃	n
定開登平	定母	開		登韻	平聲	舌	端	全濁	一	蒸	曾	内	ㄥ尾	1	0		d		v		ng
來一東上	來母			一東韻	上聲	舌		次濁	一	東	通	内	ㄥ尾	1	1		l		o	̇	ng
來鍾去	來母			鍾韻	去聲	舌		次濁	三	冬	通	内	ㄥ尾	1	1		l		u	̃	ng
來開一歌平	來母	開		一歌韻	平聲	舌		次濁	一	歌	果	内		1	0		l		a		
透開唐去	透母	開		唐韻	去聲	舌	端	次清	一	陽	宕	内	ㄥ尾	1	1		th		a	̃	ng
曉合三庚平	曉母	合		三庚韻	平聲	喉	影	全清	三	庚	梗	外	ㄥ尾	1	0		h		a		ng
曉鍾上	曉母			鍾韻	上聲	喉	影	全清	三	冬	通	内	ㄥ尾	1	1		h		u	̇	ng
曉鍾平	曉母			鍾韻	平聲	喉	影	全清	三	冬	通	内	ㄥ尾	1	0		h		u		ng
心開先平	心母	開		先韻	平聲	齒	精	全清	四	先	山	外	ㄣ尾	1	0		s		e		n
見合唐去	見母	合		唐韻	去聲	牙	見	全清	一	陽	宕	内	ㄥ尾	1	1		k		a	̃	ng
溪開登入	溪母	開		登韻	入聲	牙	見	次清	一	蒸	曾	内	ㄥ尾	0	1		kh		v		ng
日開支平	日母	開		支韻	平聲	齒	章	次濁	三	支	止	内	ㄟ尾	1	0		n		e		
精侵平	精母			侵韻	平聲	齒	精	全清	三	侵	深	内	ㄇ尾	1	0		c		i		m
透模去	透母			模韻	去聲	舌	端	次清	一	虞	遇	内	ㄡ尾	1	1		th		o	̃	
見開蒸平	見母	開		蒸韻	平聲	牙	見	全清	三	蒸	曾	内	ㄥ尾	1	0		k		y		ng
日侵入	日母			侵韻	入聲	齒	章	次濁	三	侵	深	内	ㄇ尾	0	1		n		i		m
泥灰去	泥母			灰韻	去聲	舌	端	次濁	一	灰	蟹	外	ㄟ尾	1	1		n		uoi	̃	
羣鍾去	羣母			鍾韻	去聲	牙	見	全濁	三	冬	通	内	ㄥ尾	1	1		g		u	̃	ng
幫三庚平	幫母			三庚韻	平聲	唇	幫	全清	三	庚	梗	外	ㄥ尾	1	0		p		a		ng
羣虞去	羣母			虞韻	去聲	牙	見	全濁	三	虞	遇	内	ㄡ尾	1	1		g		uo	̃	
從之平	從母			之韻	平聲	齒	精	全濁	三	支	止	内	ㄟ尾	1	0		z		y		
見添平	見母			添韻	平聲	牙	見	全清	四	鹽	咸	外	ㄇ尾	1	0		k		e		m
見開B脂去	見母	開	B紐	脂韻	去聲	牙	見	全清	三	支	止	内	ㄟ尾	1	1		k	l	i	̃	
匣合青上	匣母	合		青韻	上聲	喉	影	全濁	四	青	梗	外	ㄥ尾	1	1		g		e	̇	ng
見合青平	見母	合		青韻	平聲	牙	見	全清	四	青	梗	外	ㄥ尾	1	0		k		e		ng
知鍾上	知母			鍾韻	上聲	舌	知	全清	三	冬	通	内	ㄥ尾	1	1		t		u	̇	ng
曉合陽去	曉母	合		陽韻	去聲	喉	影	全清	三	陽	宕	内	ㄥ尾	1	1		h		a	̃	ng
來開二庚上	來母	開		二庚韻	上聲	舌		次濁	二	庚	梗	外	ㄥ尾	1	1		l		a	̇	ng
來開青上	來母	開		青韻	上聲	舌		次濁	四	青	梗	外	ㄥ尾	1	1		l		e	̇	ng
滂寒去	滂母			寒韻	去聲	唇	幫	次清	一	寒	山	外	ㄣ尾	1	1		ph		a	̃	n
幫元入	幫母			元韻	入聲	唇	幫	全清	三	元	山	外	ㄣ尾	0	1		p		a		n
清開齊平	清母	開		齊韻	平聲	齒	精	次清	四	齊	蟹	外	ㄟ尾	1	0		ch		e		
章合眞上	章母	合		眞韻	上聲	齒	章	全清	三	真	臻	外	ㄣ尾	1	1		t		i	̇	n
心一東去	心母			一東韻	去聲	齒	精	全清	一	東	通	内	ㄥ尾	1	1		s		o	̃	ng
初開耕平	初母	開		耕韻	平聲	齒	莊	次清	二	庚	梗	外	ㄥ尾	1	0		ch		e		ng
疑開蒸去	疑母	開		蒸韻	去聲	牙	見	次濁	三	蒸	曾	内	ㄥ尾	1	1		ng		y	̃	ng
疑開蒸平	疑母	開		蒸韻	平聲	牙	見	次濁	三	蒸	曾	内	ㄥ尾	1	0		ng		y		ng
並凡平	並母			凡韻	平聲	唇	幫	全濁	三	咸	咸	外	ㄇ尾	1	0		b		uam		m
並蒸去	並母			蒸韻	去聲	唇	幫	全濁	三	蒸	曾	内	ㄥ尾	1	1		b		y	̃	ng
端開登去	端母	開		登韻	去聲	舌	端	全清	一	蒸	曾	内	ㄥ尾	1	1		t		v	̃	ng
溪合泰去	溪母	合		泰韻	去聲	牙	見	次清	一	齊	蟹	外	ㄟ尾	1	1		kh		a	̃	
溪灰去	溪母			灰韻	去聲	牙	見	次清	一	灰	蟹	外	ㄟ尾	1	1		kh		uoi	̃	
影咸入	影母			咸韻	入聲	喉	影	全清	二	咸	咸	外	ㄇ尾	0	1		v		e		m
昌合眞入	昌母	合		眞韻	入聲	齒	章	次清	三	真	臻	外	ㄣ尾	0	1		th		i		n
昌合脂去	昌母	合		脂韻	去聲	齒	章	次清	三	支	止	内	ㄟ尾	1	1		th		i	̃	
端豪平	端母			豪韻	平聲	舌	端	全清	一	豪	效	外	ㄡ尾	1	0		t		a		
幫文平	幫母			文韻	平聲	唇	幫	全清	三	文	臻	外	ㄣ尾	1	0		p		u		n
溪開寒平	溪母	開		寒韻	平聲	牙	見	次清	一	寒	山	外	ㄣ尾	1	0		kh		a		n
清魂上	清母			魂韻	上聲	齒	精	次清	一	元	臻	外	ㄣ尾	1	1		ch		o	̇	n
匣合二麻平	匣母	合		二麻韻	平聲	喉	影	全濁	二	麻	假	外		1	0		g		a		
疑合元入	疑母	合		元韻	入聲	牙	見	次濁	三	元	山	外	ㄣ尾	0	1		ng		a		n
初魚平	初母			魚韻	平聲	齒	莊	次清	三	魚	遇	内	ㄡ尾	1	0		ch		io		
並B仙入	並母		B紐	仙韻	入聲	唇	幫	全濁	三	先	山	外	ㄣ尾	0	1		b	l	e		n
生開刪平	生母	開		刪韻	平聲	齒	莊	全清	二	刪	山	外	ㄣ尾	1	0		s		a		n
初開陽去	初母	開		陽韻	去聲	齒	莊	次清	三	陽	宕	内	ㄥ尾	1	1		ch		a	̃	ng
生合刪入	生母	合		刪韻	入聲	齒	莊	全清	二	刪	山	外	ㄣ尾	0	1		s		a		n
溪合元去	溪母	合		元韻	去聲	牙	見	次清	三	元	山	外	ㄣ尾	1	1		kh		a	̃	n
見開青上	見母	開		青韻	上聲	牙	見	全清	四	青	梗	外	ㄥ尾	1	1		k		e	̇	ng
精開登入	精母	開		登韻	入聲	齒	精	全清	一	蒸	曾	内	ㄥ尾	0	1		c		v		ng
清合一歌去	清母	合		一歌韻	去聲	齒	精	次清	一	歌	果	内		1	1		ch		a	̃	
心開陽入	心母	開		陽韻	入聲	齒	精	全清	三	陽	宕	内	ㄥ尾	0	1		s		a		ng
從開先平	從母	開		先韻	平聲	齒	精	全濁	四	先	山	外	ㄣ尾	1	0		z		e		n
影合寒平	影母	合		寒韻	平聲	喉	影	全清	一	寒	山	外	ㄣ尾	1	0		v		a		n
端合寒入	端母	合		寒韻	入聲	舌	端	全清	一	寒	山	外	ㄣ尾	0	1		t		a		n
常鹽上	常母			鹽韻	上聲	齒	章	全濁	三	鹽	咸	外	ㄇ尾	1	1		d		e	̇	m
章合仙上	章母	合		仙韻	上聲	齒	章	全清	三	先	山	外	ㄣ尾	1	1		t		e	̇	n
初開陽平	初母	開		陽韻	平聲	齒	莊	次清	三	陽	宕	内	ㄥ尾	1	0		ch		a		ng
徹合仙平	徹母	合		仙韻	平聲	舌	知	次清	三	先	山	外	ㄣ尾	1	0		th		e		n
精合仙平	精母	合		仙韻	平聲	齒	精	全清	三	先	山	外	ㄣ尾	1	0		c		e		n
定合寒平	定母	合		寒韻	平聲	舌	端	全濁	一	寒	山	外	ㄣ尾	1	0		d		a		n
章合仙去	章母	合		仙韻	去聲	齒	章	全清	三	先	山	外	ㄣ尾	1	1		t		e	̃	n
章合仙平	章母	合		仙韻	平聲	齒	章	全清	三	先	山	外	ㄣ尾	1	0		t		e		n
並A宵平	並母		A紐	宵韻	平聲	唇	幫	全濁	三	蕭	效	外	ㄡ尾	1	0		b	y	e		
精宵上	精母			宵韻	上聲	齒	精	全清	三	蕭	效	外	ㄡ尾	1	1		c		e	̇	
見合山入	見母	合		山韻	入聲	牙	見	全清	二	刪	山	外	ㄣ尾	0	1		k		e		n
從宵去	從母			宵韻	去聲	齒	精	全濁	三	蕭	效	外	ㄡ尾	1	1		z		e	̃	
見合元入	見母	合		元韻	入聲	牙	見	全清	三	元	山	外	ㄣ尾	0	1		k		a		n
知咸入	知母			咸韻	入聲	舌	知	全清	二	咸	咸	外	ㄇ尾	0	1		t		e		m
見合B祭去	見母	合	B紐	祭韻	去聲	牙	見	全清	三	齊	蟹	外	ㄟ尾	1	1		k	l	e	̃	
見嚴去	見母			嚴韻	去聲	牙	見	全清	三	鹽	咸	外	ㄇ尾	1	1		k		am	̃	m
疑開B脂去	疑母	開	B紐	脂韻	去聲	牙	見	次濁	三	支	止	内	ㄟ尾	1	1		ng	l	i	̃	
來開齊上	來母	開		齊韻	上聲	舌		次濁	四	齊	蟹	外	ㄟ尾	1	1		l		e	̇	
溪開二庚平	溪母	開		二庚韻	平聲	牙	見	次清	二	庚	梗	外	ㄥ尾	1	0		kh		a		ng
崇魚去	崇母			魚韻	去聲	齒	莊	全濁	三	魚	遇	内	ㄡ尾	1	1		z		io	̃	
泥模上	泥母			模韻	上聲	舌	端	次濁	一	虞	遇	内	ㄡ尾	1	1		n		o	̇	
匣開登入	匣母	開		登韻	入聲	喉	影	全濁	一	蒸	曾	内	ㄥ尾	0	1		g		v		ng
溪開皆去	溪母	開		皆韻	去聲	牙	見	次清	二	佳	蟹	外	ㄟ尾	1	1		kh		ei	̃	
見開清去	見母	開		清韻	去聲	牙	見	全清	三	庚	梗	外	ㄥ尾	1	1		k		e	̃	ng
明二庚上	明母			二庚韻	上聲	唇	幫	次濁	二	庚	梗	外	ㄥ尾	1	1		m		a	̇	ng
定一東上	定母			一東韻	上聲	舌	端	全濁	一	東	通	内	ㄥ尾	1	1		d		o	̇	ng
曉鍾入	曉母			鍾韻	入聲	喉	影	全清	三	冬	通	内	ㄥ尾	0	1		h		u		ng
曉文平	曉母			文韻	平聲	喉	影	全清	三	文	臻	外	ㄣ尾	1	0		h		u		n
書開蒸去	書母	開		蒸韻	去聲	齒	章	全清	三	蒸	曾	内	ㄥ尾	1	1		x		y	̃	ng
